gene	ultracluster	PV	ResponderMid	NonresponderMid	AD	TResponderMid	TNonresponderMid
BRD8	CTL	0.619	1.032	1.259	0.411	0.972	1.36
FUBP1	CTL	0.617	0.927	0.744	0.846	0.805	0.813
PTEN	CTL	0.617	0.45	0.745	0.797	0.349	0.884
PLIN2	CTL	0.616	0.557	0.569	0.635	0.563	0.566
CTDSPL2	CTL	0.614	0.89	1.361	0.76	0.807	1.516
MORC3	CTL	0.614	0.742	1.046	0.748	0.612	1.205
SORL1	CTL	0.614	0.047	0.28	0.548	0.125	0.274
TOP2B	CTL	0.614	0.268	0.97	1.08	0.216	1.139
TPR	CTL	0.614	0.356	0.668	0.861	0.238	0.821
ZKSCAN1	CTL	0.614	-0.062	0.25	0.879	0.014	0.267
FBXO9	CTL	0.613	0.362	0.63	0.719	0.32	0.725
EFHD2	CTL	0.611	0.96	0.764	0.868	0.767	0.894
RB1CC1	CTL	0.611	0.527	0.773	1.093	0.368	0.943
TBL1XR1	CTL	0.611	0.754	0.715	0.801	0.699	0.756
USP33	CTL	0.61	0.472	0.922	0.73	0.365	1.088
ANKRD11	CTL	0.607	0.222	0.496	0.977	0.077	0.661
GOPC	CTL	0.606	0.133	0.319	0.501	0.097	0.393
RAD23B	CTL	0.606	0.47	1.043	0.705	0.298	1.256
ZNF33A	CTL	0.606	0.641	1.015	0.775	0.646	1.099
GCC2	CTL	0.605	0.572	0.488	0.733	0.382	0.633
SHPRH	CTL	0.605	0.165	0.798	0.879	0.156	0.936
HELZ	CTL	0.604	0.53	0.741	0.978	0.418	0.875
BACH1	CTL	0.602	0.405	1.156	0.94	0.405	1.306
SETD2	CTL	0.602	0.728	1.138	0.945	0.638	1.288
TGS1	CTL	0.602	0.416	0.365	0.48	0.347	0.415
ANKRD49	CTL	0.601	1.141	0.943	0.262	1.135	0.891
APC	CTL	0.601	0.273	0.935	1.005	0.22	1.1
VPS36	CTL	0.598	0.247	0.381	0.547	0.151	0.491
BOD1L1	CTL	0.597	0.292	0.534	0.901	0.125	0.708
CEBPZOS	CTL	0.597	0.644	0.742	0.215	0.701	0.717
CREBRF	CTL	0.597	0.841	0.935	0.763	0.732	1.047
RABEP1	CTL	0.597	0.366	0.833	0.735	0.333	0.957
IRF1	CTL	0.596	0.381	0.612	0.454	0.253	0.76
TAOK1	CTL	0.596	0.469	0.77	1.113	0.321	0.94
TGFBR2	CTL	0.596	0.33	0.826	0.675	0.288	0.96
N4BP1	CTL	0.595	0.668	0.854	0.876	0.57	0.974
ARID2	CTL	0.594	0.652	1.086	0.798	0.736	1.127
EPHA4	CTL	0.594	-0.018	0.805	0.715	0.158	0.875
GMFG	CTL	0.594	0.56	0.453	0.481	0.588	0.394
TAOK3	CTL	0.594	0.526	0.7	0.632	0.504	0.761
XPO1	CTL	0.594	0.67	0.784	0.883	0.62	0.854
KAT6A	CTL	0.593	0.696	0.927	0.827	0.559	1.081
UPP1	CTL	0.593	0.326	-0.116	0.3	0.151	-0.049
VIRMA	CTL	0.593	0.609	0.768	0.643	0.476	0.907
LIMD2	CTL	0.592	0.695	0.393	0.326	0.611	0.396
CCDC66	CTL	0.591	0.339	0.453	0.491	0.316	0.501
MTERF4	CTL	0.591	0.4	0.515	0.702	0.359	0.578
SUDS3	CTL	0.591	0.295	0.582	0.484	0.246	0.686
TOP1	CTL	0.591	0.722	0.694	0.484	0.573	0.816
DDX17	CTL	0.59	0.534	0.801	0.823	0.448	0.926
LYRM2	CTL	0.59	0.481	0.697	0.26	0.529	0.711
ROCK2	CTL	0.59	0.579	0.722	0.865	0.426	0.873
TAF10	CTL	0.59	0.802	0.512	0.395	0.769	0.46
HADHA	CTL	0.589	0.389	0.799	0.459	0.359	0.912
TMEM14B	CTL	0.589	0.817	0.523	0.335	0.759	0.5
CCDC28A	CTL	0.588	0.969	1.006	0.388	1.018	0.97
MED13	CTL	0.588	0.593	1.031	0.994	0.506	1.183
NEK7	CTL	0.586	0.524	1.633	0.639	0.473	1.848
DICER1	CTL	0.585	0.426	0.619	0.877	0.476	0.625
ESCO1	CTL	0.585	0.473	0.773	0.745	0.336	0.936
NSA2	CTL	0.585	0.631	0.654	0.054	0.709	0.584
UPF3A	CTL	0.585	0.663	0.782	0.553	0.594	0.868
SENP6	CTL	0.579	0.629	0.782	0.905	0.441	0.958
PARP4	CTL	0.578	0.339	0.953	0.469	0.198	1.156
URI1	CTL	0.578	0.211	0.454	0.569	0.071	0.611
NUTM2B-AS1	CTL	0.577	0.541	0.617	0.621	0.426	0.729
PHF3	CTL	0.576	0.472	0.894	0.936	0.415	1.026
TRAPPC2L	CTL	0.576	0.521	0.581	0.496	0.609	0.514
IWS1	CTL	0.574	0.031	0.467	0.497	-0.097	0.642
C12orf57	CTL	0.573	0.501	0.805	0.155	0.587	0.813
DDX39B	CTL	0.573	-0.2	0.885	0.994	-0.095	1.036
ADD3	CTL	0.572	0.511	0.514	0.562	0.304	0.685
ZC3H7A	CTL	0.572	0.732	1.126	0.708	0.578	1.311
DHX29	CTL	0.571	0.406	0.461	0.724	0.225	0.619
NSD1	CTL	0.571	0.274	0.557	0.714	0.153	0.707
GRK2	CTL	0.57	0.229	0.458	0.66	0.134	0.583
NUCKS1	CTL	0.57	0.577	0.686	0.217	0.557	0.732
PRPF4B	CTL	0.57	0.664	0.973	0.539	0.619	1.078
UBN1	CTL	0.57	0.286	0.311	0.832	0.096	0.471
CARD8	CTL	0.569	0.744	0.716	0.75	0.647	0.795
ZNF706	CTL	0.569	0.471	0.452	0.397	0.421	0.493
BTN3A2	CTL	0.568	0.321	0.319	0.593	0.246	0.385
CHD3	CTL	0.567	0.687	0.975	0.841	0.654	1.068
KIN	CTL	0.567	0.351	0.252	0.436	0.283	0.291
CLINT1	CTL	0.565	0.417	0.8	0.691	0.363	0.924
GNG2	CTL	0.564	0.87	0.998	0.695	0.739	1.132
MIA3	CTL	0.564	0.409	1.009	0.823	0.3	1.194
PAXX	CTL	0.563	0.049	0.001	0.2	0.029	0.007
IFI27L2	CTL	0.562	0.722	0.854	0.34	0.912	0.708
POLR1D	CTL	0.562	0.37	0.374	0.306	0.313	0.426
RNF169	CTL	0.561	0.196	0.407	0.953	0.016	0.585
PRPF40A	CTL	0.56	0.375	0.454	0.609	0.201	0.61
SMG1	CTL	0.56	0.304	0.697	1.023	0.196	0.856
BROX	CTL	0.559	0.879	1.038	0.43	0.838	1.111
IRF3	CTL	0.558	0.462	0.473	0.371	0.399	0.532
AIMP1	CTL	0.557	0.862	0.581	0.204	0.862	0.495
LDHB	CTL	0.557	0.268	0.349	0.262	0.286	0.354
B4GALT1	CTL	0.555	0.371	0.367	0.662	0.204	0.506
NUFIP2	CTL	0.555	0.558	1.038	0.824	0.464	1.2
TUT7	CTL	0.555	0.828	1.032	0.738	0.631	1.219
CFAP97	CTL	0.554	0.443	0.68	0.342	0.408	0.764
LMAN1	CTL	0.554	0.032	0.826	0.495	0.124	0.936
NMRK1	CTL	0.553	0.424	0.525	0.313	0.42	0.555
TSTD1	CTL	0.553	0.415	0.275	0.182	0.673	-0.101
ATRX	CTL	0.552	0.274	0.793	0.794	0.24	0.927
ESF1	CTL	0.551	0.709	0.769	0.478	0.668	0.82
CHORDC1	CTL	0.55	0.398	0.711	0.408	0.349	0.819
PKN2	CTL	0.55	0.381	0.684	0.619	0.264	0.835
PPP4R3A	CTL	0.55	0.482	0.999	0.781	0.322	1.2
CHCHD10	CTL	0.548	0.448	0.356	0.161	0.498	0.277
TRIM13	CTL	0.548	0.51	0.991	0.404	0.597	1.042
ZBTB44	CTL	0.548	0.427	0.812	0.647	0.3	0.98
BRI3	CTL	0.547	0.515	0.455	0.504	0.484	0.468
RBCK1	CTL	0.545	0.417	0.121	0.401	0.225	0.234
UBR2	CTL	0.545	0.565	0.748	1.065	0.38	0.926
GIGYF2	CTL	0.544	0.631	0.935	0.718	0.561	1.056
PHF10	CTL	0.544	0.406	0.727	0.791	0.207	0.929
SMCHD1	CTL	0.543	-0.017	0.377	0.69	-0.231	0.595
HNRNPD	CTL	0.541	0.533	0.675	0.546	0.405	0.809
PPWD1	CTL	0.541	1.029	0.923	0.518	0.925	0.993
OGT	CTL	0.54	0.73	0.72	1.027	0.585	0.842
MSL3	CTL	0.539	0.723	0.727	0.504	0.652	0.791
PPCS	CTL	0.539	0.599	0.395	0.236	0.601	0.332
MAZ	CTL	0.538	0.793	0.415	0.587	0.645	0.467
NDUFC1	CTL	0.538	1.223	0.864	0.279	1.142	0.848
YPEL3	CTL	0.538	0.837	0.373	0.485	0.767	0.311
BRD4	CTL	0.537	0.252	0.64	0.774	0.119	0.813
U2SURP	CTL	0.537	0.627	0.622	0.329	0.546	0.693
ARID1A	CTL	0.536	0.527	0.651	0.762	0.425	0.763
DENR	CTL	0.536	0.495	0.852	0.166	0.41	0.991
SMARCA5	CTL	0.536	0.461	0.822	0.591	0.358	0.973
ZFC3H1	CTL	0.536	0.131	0.594	1.145	0.034	0.756
PHF20L1	CTL	0.535	0.354	0.637	0.767	0.254	0.774
SFSWAP	CTL	0.535	0.25	0.69	0.661	0.129	0.862
FAM107B	CTL	0.534	0.679	0.878	0.487	0.664	0.939
HSP90B1	CTL	0.534	0.599	1.004	0.277	0.578	1.11
MTIF3	CTL	0.534	0.921	0.577	0.259	0.889	0.508
RBL2	CTL	0.534	0.544	0.855	0.736	0.441	0.999
RORA	CTL	0.534	0.632	0.733	0.719	0.512	0.853
MIER1	CTL	0.533	0.762	0.832	0.515	0.761	0.851
TRIP11	CTL	0.533	0.455	0.847	1.004	0.352	1.002
COPZ1	CTL	0.532	0.583	0.52	0.032	0.575	0.509
XPC	CTL	0.532	0.479	0.764	0.525	0.493	0.823
CAPRIN1	CTL	0.531	0.486	1.257	0.717	0.415	1.445
UQCRB	CTL	0.531	0.728	0.741	0.188	0.745	0.729
HCG18	CTL	0.53	0.097	0.61	0.701	0.159	0.684
HMGN2	CTL	0.53	0.985	0.401	0.424	0.971	0.213
PPID	CTL	0.53	0.366	0.846	0.538	0.37	0.95
TES	CTL	0.529	0.881	0.871	0.585	0.983	0.764
TTC1	CTL	0.529	0.565	0.655	0.099	0.574	0.671
UBE3A	CTL	0.529	0.315	0.56	0.898	0.164	0.724
NRDC	CTL	0.528	0.193	0.59	0.62	0.012	0.791
OPTN	CTL	0.528	0.544	0.836	0.767	0.443	0.975
SP110	CTL	0.527	0.65	0.367	0.744	0.538	0.405
C1D	CTL	0.526	0.76	0.726	0.267	0.721	0.752
COMMD6	CTL	0.526	0.755	0.671	0.198	0.807	0.593
ZNF91	CTL	0.526	0.218	0.915	0.599	0.148	1.093
COPB1	CTL	0.525	1.008	0.862	0.717	0.938	0.891
CCNK	CTL	0.524	0.776	0.842	0.457	0.67	0.947
CEP350	CTL	0.524	0.543	0.952	1.041	0.395	1.135
SLAIN2	CTL	0.524	0.295	0.822	0.735	0.337	0.912
TNKS2	CTL	0.524	0.405	1.02	0.914	0.44	1.13
NUP98	CTL	0.523	0.235	1.061	0.707	0.121	1.273
PHF14	CTL	0.523	0.107	0.478	0.492	0.029	0.615
SMIM10L1	CTL	0.522	0.201	0.523	0.508	0.125	0.65
HDLBP	CTL	0.52	0.221	0.696	0.805	0.067	0.89
ZNF106	CTL	0.52	0.398	0.731	0.711	0.286	0.883
NCKAP1L	CTL	0.519	0.461	0.76	0.789	0.355	0.903
OGA	CTL	0.519	0.201	0.532	1.237	0.137	0.654
CDV3	CTL	0.518	0.261	0.573	0.558	0.194	0.694
PPP1CC	CTL	0.517	0.454	0.809	0.448	0.268	1.007
PUM1	CTL	0.517	0.733	0.911	0.656	0.634	1.03
SP100	CTL	0.516	0.352	0.46	0.504	0.201	0.605
TARS	CTL	0.516	0.974	1.156	0.341	0.854	1.291
PCM1	CTL	0.515	0.288	0.754	0.808	0.217	0.901
WAS	CTL	0.515	0.794	0.718	0.34	0.704	0.781
OCIAD2	CTL	0.514	0.568	0.521	0.308	0.682	0.387
PNN	CTL	0.513	0.042	0.492	0.612	0.001	0.619
TNFAIP8	CTL	0.513	0.383	0.512	0.537	0.247	0.65
YIPF4	CTL	0.513	0.295	0.476	0.546	0.269	0.541
YTHDC1	CTL	0.512	0.357	0.625	0.447	0.262	0.756
ZC3H15	CTL	0.512	0.537	0.721	0.282	0.585	0.728
GZMH	CTL	0.511	0.28	0.5	0.736	0.036	0.718
VPS28	CTL	0.511	0.196	0.328	0.288	0.306	0.263
ATM	CTL	0.51	0.208	0.641	0.69	0.244	0.716
HERC1	CTL	0.51	0.348	0.591	1.201	0.275	0.704
XIAP	CTL	0.51	0.695	0.617	0.721	0.548	0.729
PRKCQ	CTL	0.508	0.389	1.012	0.843	0.33	1.174
CDC40	CTL	0.507	0.51	0.476	0.39	0.433	0.537
MPLKIP	CTL	0.506	0.69	0.56	0.354	0.67	0.543
CMC2	CTL	0.505	0.56	0.729	0.439	0.518	0.805
ZNF22	CTL	0.505	0.078	0.197	0.173	-0.047	0.325
HIST2H2AC	CTL	0.502	0.871	1.086	-0.237	0.833	1.168
SAFB	CTL	0.502	0.463	0.869	0.399	0.279	1.071
PDCD4	CTL	0.501	0.693	0.812	0.34	0.677	0.855
REST	CTL	0.501	0.676	0.704	0.667	0.545	0.821
ZFR	CTL	0.501	0.368	0.55	0.707	0.243	0.689
TAX1BP1	CTL	0.5	0.483	0.651	0.637	0.431	0.734
TCEA1	CTL	0.5	0.552	0.867	0.345	0.56	0.936
CHIC2	CTL	0.499	0.511	0.703	0.333	0.427	0.813
ARID4A	CTL	0.498	0.209	0.461	0.729	0.076	0.614
ZBTB20	CTL	0.498	0.157	0.133	0.364	0.444	-0.214
CBX5	CTL	0.497	0.56	0.668	0.022	0.493	0.75
DDX6	CTL	0.497	0.553	0.881	0.431	0.434	1.036
SETX	CTL	0.497	0.57	0.929	0.818	0.447	1.091
PNRC2	CTL	0.496	0.42	0.742	0.084	0.419	0.819
SLTM	CTL	0.495	0.458	0.564	0.466	0.381	0.654
TIGIT	CTL	0.495	0.486	0.926	0.375	0.28	1.143
CSNK2A2	CTL	0.494	0.364	0.593	0.8	0.245	0.735
PHC3	CTL	0.494	0.446	1.096	0.876	0.396	1.258
XAF1	CTL	0.494	0.928	0.346	0.505	0.672	0.473
NSD3	CTL	0.493	-0.024	0.221	0.587	-0.175	0.385
SH3BGRL	CTL	0.493	0.707	0.907	0.154	0.855	0.829
CDK13	CTL	0.492	0.114	0.534	0.923	0.087	0.648
CHURC1	CTL	0.491	0.796	0.607	0.384	0.847	0.492
CIB1	CTL	0.491	0.369	0.34	0.367	0.354	0.347
SLF2	CTL	0.491	0.529	0.996	0.66	0.39	1.181
UBE2M	CTL	0.491	0.201	0.076	0.396	0.131	0.11
CBX1	CTL	0.49	0.668	0.971	0.173	0.67	1.042
CIR1	CTL	0.49	0.715	0.682	0.324	0.658	0.725
CLTA	CTL	0.49	0.419	0.459	0.398	0.396	0.49
STK17A	CTL	0.49	0.292	0.626	0.195	0.295	0.703
DOCK2	CTL	0.489	0.375	0.832	0.746	0.518	0.836
PRKCH	CTL	0.489	-0.104	0.606	0.475	-0.09	0.744
SET	CTL	0.489	0.734	0.686	0.352	0.624	0.773
UBE2R2	CTL	0.489	0.139	0.273	0.417	0.115	0.327
SNHG8	CTL	0.485	0.276	0.515	0.138	0.545	0.328
EIF3F	CTL	0.484	0.278	0.026	0.185	0.219	0.016
S1PR4	CTL	0.484	0.094	-0.075	0.371	0.018	-0.046
ARGLU1	CTL	0.483	0.102	0.308	0.662	-0.032	0.455
CLCN3	CTL	0.483	0.129	0.67	0.55	0.381	0.615
DGKA	CTL	0.483	0.397	0.717	0.541	0.302	0.857
FAM204A	CTL	0.483	0.572	0.8	0.216	0.68	0.769
PRKACB	CTL	0.482	0.891	1.007	0.396	0.988	0.95
KPNB1	CTL	0.481	0.388	0.449	0.49	0.213	0.604
PPM1G	CTL	0.481	0.261	0.504	0.304	0.183	0.62
FABP5	CTL	0.48	0.331	0.737	0.232	0.35	0.817
HACD3	CTL	0.48	0.296	0.603	0.312	0.123	0.789
HLA-DPA1	CTL	0.48	0.202	0.205	0.386	0.047	0.337
DGKZ	CTL	0.478	-0.015	0.355	0.659	-0.154	0.528
KPNA4	CTL	0.478	0.521	0.917	0.72	0.477	1.036
MZT2B	CTL	0.478	0.317	0.256	0.268	0.327	0.228
SLFN12L	CTL	0.478	0.787	1.103	0.697	0.783	1.181
C2orf49	CTL	0.477	0.8	0.768	0.283	0.764	0.793
RBBP6	CTL	0.477	0.076	0.518	0.84	-0.041	0.688
SNX6	CTL	0.477	0.452	0.481	0.323	0.428	0.51
ELK4	CTL	0.476	0.633	1.021	0.479	0.511	1.186
ERICH1	CTL	0.476	0.19	0.327	0.315	0.129	0.411
H2AFY	CTL	0.475	0.238	0.175	0.489	0.201	0.194
IARS2	CTL	0.475	0.56	0.822	0.471	0.418	0.982
SINHCAF	CTL	0.475	0.019	0.424	0.123	0.005	0.526
CLNS1A	CTL	0.474	0.238	0.053	0.198	0.227	0.01
DUT	CTL	0.473	0.469	0.326	0.15	0.505	0.246
TXNRD1	CTL	0.473	0.64	0.747	0.984	0.638	0.776
MYCBP2	CTL	0.472	0.053	0.535	0.823	0.069	0.632
PPP1R12A	CTL	0.472	0.273	0.427	0.726	0.109	0.587
HIF1A	CTL	0.471	0.464	0.896	0.587	0.267	1.108
IFI16	CTL	0.47	0.756	0.693	0.492	0.627	0.792
LCP1	CTL	0.47	0.591	1.186	0.431	0.542	1.34
NKG7	CTL	0.47	-0.139	0.52	0.503	-0.3	0.736
PPP1R35	CTL	0.47	0.563	0.215	0.354	0.547	0.125
NDUFB5	CTL	0.469	0.31	0.445	0.178	0.451	0.351
PRRC2C	CTL	0.468	0.358	0.584	0.703	0.303	0.681
ASF1A	CTL	0.467	0.699	0.682	0.36	0.641	0.73
BIRC6	CTL	0.467	0.36	0.735	0.932	0.293	0.866
ZBTB11	CTL	0.467	0.249	0.702	0.681	0.144	0.866
NOP58	CTL	0.466	0.377	0.717	0.493	0.226	0.894
RFC1	CTL	0.466	0.353	0.577	0.359	0.396	0.599
STK10	CTL	0.466	0.154	0.471	0.874	0.098	0.585
C9orf16	CTL	0.462	0.432	0.154	0.473	0.352	0.159
SYNE2	CTL	0.462	0.059	0.722	1.105	-0.044	0.912
LARS	CTL	0.461	0.547	0.671	0.133	0.555	0.696
PSIP1	CTL	0.461	0.489	0.404	0.502	0.411	0.455
CNOT1	CTL	0.46	0.685	1.072	0.503	0.584	1.226
SELPLG	CTL	0.46	0.288	0.299	0.754	0.031	0.505
UBE2S	CTL	0.46	0.401	0.402	0.4	0.339	0.457
YY1	CTL	0.46	0.322	0.422	0.457	0.213	0.534
CD27	CTL	0.458	0.027	0.499	0.431	0.183	0.498
NUB1	CTL	0.458	0.952	0.907	0.385	0.901	0.942
SSR3	CTL	0.458	0.255	0.498	0.48	0.212	0.589
SYNRG	CTL	0.458	0.177	0.595	0.446	0.075	0.753
UHMK1	CTL	0.458	0.445	0.731	0.659	0.317	0.886
ACIN1	CTL	0.457	0.417	1.192	0.716	0.415	1.347
GOLGB1	CTL	0.457	0.259	0.838	1.019	0.026	1.08
HSPA4	CTL	0.456	0.069	0.767	0.574	0.059	0.916
KIAA1109	CTL	0.456	0.435	0.63	0.911	0.343	0.748
NIPBL	CTL	0.456	0.357	0.775	0.884	0.277	0.92
NUCB2	CTL	0.456	-0.054	0.158	0.044	-0.039	0.199
SUPT6H	CTL	0.456	0.371	0.81	0.665	0.225	0.996
CD3E	CTL	0.455	0.786	0.58	0.337	0.717	0.593
SUPT16H	CTL	0.455	0.599	0.764	0.22	0.538	0.854
GON4L	CTL	0.454	0.167	0.33	0.58	0.117	0.41
KIAA2026	CTL	0.454	0.133	0.503	0.835	-0.032	0.691
RILPL2	CTL	0.454	0.09	0.517	0.435	-0.035	0.689
BRWD1	CTL	0.452	0.133	0.782	0.971	0.038	0.966
COPS2	CTL	0.452	0.43	0.946	0.331	0.399	1.078
DCTN3	CTL	0.452	0.45	0.294	0.386	0.478	0.218
LYSMD2	CTL	0.452	0.596	0.767	0.288	0.599	0.807
N4BP2L2	CTL	0.452	0.384	0.534	0.424	0.378	0.577
PSMB9	CTL	0.452	0.366	0.343	0.197	0.314	0.385
FXR1	CTL	0.45	0.71	0.752	0.271	0.762	0.714
BDP1	CTL	0.449	0.608	0.727	1.068	0.436	0.888
HCLS1	CTL	0.449	0.432	0.613	0.403	0.395	0.687
CELF2	CTL	0.447	0.164	0.495	0.732	0.058	0.643
CFLAR	CTL	0.447	0.116	0.577	0.861	0.074	0.706
LARP7	CTL	0.447	0.786	0.459	0.352	0.704	0.453
PARK7	CTL	0.445	0.399	0.491	0.134	0.384	0.528
TAF1D	CTL	0.444	-0.206	0.384	0.351	-0.251	0.534
ANP32B	CTL	0.443	0.157	0.456	0.222	0.217	0.483
PARP1	CTL	0.443	0.095	0.375	0.513	-0.015	0.517
PTBP3	CTL	0.443	0.633	1.031	0.735	0.539	1.181
PARP14	CTL	0.442	0.82	0.958	0.786	0.595	1.156
PCMTD1	CTL	0.442	0.374	0.536	0.489	0.404	0.553
SMNDC1	CTL	0.442	0.914	0.644	0.271	0.779	0.707
ABCE1	CTL	0.44	0.218	0.336	0.261	0.136	0.433
REX1BD	CTL	0.439	0.463	0.272	0.244	0.498	0.175
BLOC1S1	CTL	0.436	0.837	0.677	0.286	0.843	0.624
CWF19L2	CTL	0.436	0.802	0.661	0.319	0.719	0.703
GALNT1	CTL	0.436	0.485	0.96	0.47	0.479	1.069
LSM8	CTL	0.436	0.606	0.546	0.313	0.514	0.615
CGGBP1	CTL	0.435	0.567	0.849	0.182	0.592	0.899
SMC3	CTL	0.435	0.339	0.561	0.631	0.235	0.69
MLEC	CTL	0.434	0.327	0.104	0.443	0.201	0.168
ZBTB8OS	CTL	0.434	0.499	0.412	0.233	0.483	0.403
CD247	CTL	0.433	0.29	0.349	0.26	0.127	0.495
LARP1	CTL	0.433	0.149	0.539	0.895	0.149	0.629
RECQL	CTL	0.433	0.649	0.967	0.37	0.634	1.053
RNASET2	CTL	0.433	0.083	0.25	0.444	0.022	0.339
SEC11C	CTL	0.433	0.448	0.616	0.267	0.423	0.678
ATP5F1E	CTL	0.432	1.026	0.699	0.194	1.02	0.604
CHD8	CTL	0.432	0.36	0.712	0.772	0.298	0.836
TTC14	CTL	0.432	0.267	0.51	0.666	0.237	0.591
ARFGEF1	CTL	0.431	0.328	0.667	0.851	0.22	0.818
ARL14EP	CTL	0.43	0.304	0.46	-0.063	0.209	0.573
CACYBP	CTL	0.43	0.473	0.641	0.204	0.43	0.717
SREK1IP1	CTL	0.43	0.515	0.691	0.34	0.603	0.661
WAPL	CTL	0.43	0.257	0.685	0.717	0.148	0.848
PTMS	CTL	0.428	0.692	1.035	0.812	0.513	1.227
IK	CTL	0.427	0.69	0.735	0.216	0.691	0.746
ARCN1	CTL	0.426	0.445	0.921	0.663	0.327	1.097
ORAI1	CTL	0.426	0.178	0.295	0.331	0.189	0.316
PPP2R5A	CTL	0.426	0.208	0.369	0.531	0.029	0.539
ARID1B	CTL	0.425	0.076	0.297	0.68	0.03	0.386
MFAP1	CTL	0.425	0.386	0.737	0.222	0.347	0.846
OCIAD1	CTL	0.424	0.341	0.521	0.155	0.433	0.489
KDM5A	CTL	0.423	0.343	0.585	0.715	0.274	0.695
CALR	CTL	0.422	0.61	0.315	0.211	0.506	0.34
LCP2	CTL	0.422	0.401	0.944	0.702	0.309	1.114
MCUB	CTL	0.422	0.507	0.687	0.456	0.433	0.789
PSMB8	CTL	0.422	0.391	0.371	0.298	0.308	0.44
SSR2	CTL	0.422	0.258	0.1	0.186	0.16	0.152
CHCHD1	CTL	0.421	0.388	0.56	0.144	0.416	0.581
LNPEP	CTL	0.421	0.265	1.108	0.791	0.247	1.28
HNRNPR	CTL	0.42	0.249	0.522	0.512	0.149	0.658
NCOR1	CTL	0.42	0.403	0.51	0.63	0.235	0.667
RALA	CTL	0.419	0.339	0.754	0.702	0.292	0.879
ACTR2	CTL	0.418	0.574	0.99	0.428	0.491	1.137
CDC5L	CTL	0.417	0.484	0.564	0.354	0.459	0.607
RIOK3	CTL	0.417	0.078	0.622	0.827	0.168	0.684
CEP57	CTL	0.416	0.313	0.34	0.545	0.157	0.476
EEF1B2	CTL	0.416	0.206	-0.02	0.049	0.197	-0.078
ORMDL1	CTL	0.416	0.201	0.481	0.416	0.207	0.545
BAZ1B	CTL	0.415	0.228	0.766	0.869	0.238	0.878
HNRNPA3	CTL	0.415	0.677	0.932	0.09	0.597	1.051
MBNL1	CTL	0.413	0.734	1.076	0.368	0.815	1.098
MDM4	CTL	0.413	0.336	0.432	0.6	0.332	0.46
BCLAF1	CTL	0.412	0.358	0.747	0.602	0.232	0.915
AES	CTL	0.411	0.483	0.223	0.306	0.439	0.194
APRT	CTL	0.411	0.279	0.14	0.291	0.25	0.13
FNBP4	CTL	0.411	-0.143	0.247	0.704	-0.317	0.443
FAM89B	CTL	0.409	0.498	0.325	0.439	0.493	0.28
HLA-F	CTL	0.408	0.491	0.584	0.455	0.544	0.561
EP300	CTL	0.407	0.586	0.964	1.046	0.433	1.147
HIST1H1C	CTL	0.407	0.268	0.566	0.648	0.231	0.663
USP34	CTL	0.407	0.109	0.633	0.569	0.075	0.767
SMC1A	CTL	0.406	0.284	0.831	0.703	0.111	1.042
ROCK1	CTL	0.405	0.181	0.493	0.787	0.045	0.657
GLRX5	CTL	0.402	0.492	0.337	0.277	0.432	0.353
CFDP1	CTL	0.401	0.746	0.513	0.072	0.655	0.541
RPA3	CTL	0.401	0.539	0.477	0.192	0.548	0.452
RAB8A	CTL	0.4	0.22	0.408	0.14	0.218	0.457
CBX3	CTL	0.399	0.868	0.971	0.2	0.964	0.911
FRG1	CTL	0.399	0.821	0.614	0.179	0.825	0.549
POLR3GL	CTL	0.399	0.339	0.112	0.104	0.378	-0.002
DUSP4	CTL	0.398	0.474	0.56	0.492	0.279	0.733
GNAI2	CTL	0.398	0.146	0.129	0.539	0.142	0.129
USF2	CTL	0.397	0.352	-0.004	0.334	0.272	-0.021
DNAJC21	CTL	0.396	0.331	0.345	0.492	0.287	0.388
DHX36	CTL	0.395	0.217	0.317	0.361	0.151	0.397
CCDC82	CTL	0.394	0.174	0.589	0.563	0.19	0.673
SPCS3	CTL	0.393	0.423	0.793	0.329	0.383	0.906
EID1	CTL	0.392	0.056	0.225	0.077	0.037	0.283
VPS4B	CTL	0.391	0.619	0.684	0.282	0.515	0.787
THRAP3	CTL	0.39	0.282	0.281	0.289	0.129	0.409
HIGD2A	CTL	0.389	0.562	0.37	0.253	0.45	0.428
MARCH7	CTL	0.388	-0.03	0.739	0.62	-0.117	0.933
USP16	CTL	0.388	0.382	0.531	0.379	0.333	0.608
ASH1L	CTL	0.387	0.245	0.745	0.737	0.185	0.891
ITGAE	CTL	0.387	0.206	0.533	-0.051	0.201	0.614
SEPT6	CTL	0.387	0.312	0.181	0.592	0.234	0.222
DNAJA2	CTL	0.386	0.272	0.62	0.269	0.256	0.713
DEK	CTL	0.385	0.536	0.531	0.348	0.448	0.608
PNISR	CTL	0.385	-0.1	0.035	0.568	-0.224	0.166
UBXN4	CTL	0.385	0.172	0.371	0.507	0.162	0.428
RBM25	CTL	0.383	0.033	0.33	0.548	-0.043	0.454
PDCD10	CTL	0.381	0.777	0.743	0.176	0.775	0.736
PPP4R3B	CTL	0.381	0.119	0.736	0.67	0.071	0.891
RALBP1	CTL	0.381	0.226	0.466	0.378	0.255	0.502
RSRP1	CTL	0.38	0.111	0.498	0.481	0.055	0.624
FRYL	CTL	0.378	0.371	0.698	0.695	0.352	0.788
SRP72	CTL	0.378	-0.046	0.312	0.505	-0.142	0.458
